Security Code,Company Name,Security Id
506945,Indo Gulf Industries  Ltd.,IGLFXPL-B
506947,Advance Petrochemicals Ltd.,ADVPETR-B
506975,Rajasthan Petro Synthetics Ltd.,RAJSPTR
506979,Apt Packaging Ltd,APTPACK
506981,Blue Chip Tex Industries Ltd.,BLUECHIPT
507155,Jagatjit Industries Ltd.,JAGAJITIND
507180,Kesar Enterprises Ltd.,KESARENT
507205,Tilaknagar Industries Ltd,TI
507265,Emerald Leisures Limited,EMERALL
507300,The Ravalgaon Sugar Farm Limited,RAVALSUGAR
507315,Sakthi Sugars Ltd.,SAKHTISUG
507410,Walchandnagar Industries Ltd,WALCHANNAG
507438,IFB Agro Industries Ltd,IFBAGRO
507474,Kothari Fermanatation & Biochem Ltd,KFBL
507486,Caprolactam Chemicals ltd.,CAPRO
507488,G.M. Breweries Ltd.,GMBREW
507490,Rana Sugars Ltd.,RANASUG
507498,Piccadily Sugar  & Allied Ltd.,PICCASUG
507514,Som Distilleries & Breweries Ltd.,SDBL
507515,C.J. Gelatine Products Ltd.,CJGEL
507526,Associated Alcohols & Breweries Ltd,ASALCBR
507530,THAKKERS GROUP LIMITED,THAKKERS
507543,Coromandel Agro Products & Oils Ltd,CORAGRO
507552,Foods & Inns Ltd.,FOODSIN
507580,IVP Ltd.,IVP
507598,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM
507609,Olympic Oil Industries Ltd.,OLYOI
507621,Milkfood Ltd.,MLKFOOD
507645,Polson Ltd.,POLSON
507663,Sagar Soya Products Ltd.,SAGRSOY-B
507685,Wipro  Ltd.,WIPRO
507690,Orient Beverages Ltd.,ORIBEVER
507717,Dhanuka Agritech Ltd.,DHANUKA
507747,TTK Healthcare Ltd.,TTKHLTCARE
507753,TGV SRAAC LIMITED,TGVSL
507759,Lime Chemicals Ltd.,LIMECHM
507779,Kanpur Plastipack Limited,KANPRPLA
507785,Tainwala Chemicals & Plastics Ltd,TAINWALCHM
507789,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM
507794,Khaitan Chemicals & Fertilizers Ltd,KHAICHEM
507808,United Leasing & Industries Ltd,UNTTEMI
507813,National Oxygen Ltd.,NOL
507815,Gillette India Ltd.,GILLETTE
507817,Wires & Fabriks (SA) Ltd.,WIREFABR
507828,ANSAL HOUSING LIMITED,ANSALHSG
507833,Computer Point Ltd.,COMPUPN
507836,Mac Charles (India) Ltd.,MCCHRLS-B
507852,Addi Industries Ltd.,ADDIND
507864,Pioneer Investcorp Ltd,PIONRINV
507872,Ashnoor Textiles Mills Ltd.,ASHNOOR
507878,Unitech Ltd.,UNITECH
507880,V.I.P. Industries Ltd.,VIPIND
507910,FIBERWEB (INDIA) LTD.,FIBERWEB
507912,LKP Finance Limited,LKPFIN
507938,Manipal Finance Corporation Ltd.,MNPLFIN
507944,Bajaj Steel Industries Ltd.,BAJAJST
507946,Kiduja  India  Ltd,KIDUJA
507948,Key Corp Ltd,KEYCORP
507952,Shikhar Leasing and Trading Ltd.,SHIKHARLETR
507960,Gujarat Hotels Ltd.,GUJHOTE
507962,Rajath Finance Limited,RAJATH
507966,Ras Resorts & Apart Hotels Ltd.,RASRESOR
507970,Paramount Cosmetics (India) Ltd,PARMCOS-B
507981,Jindal Hotels Ltd.,JINDHOT
507987,Jupiter Industries & Leasing Ltd.,JPTRLES
507998,Simmonds-Marshall Ltd,SIMMOND
508136,B & A Ltd.,BNALTD
508486,Hawkins Cooker Ltd.,HAWKINCOOK
508494,Warren Tea Ltd.,WARRENTEA
508571,Cochin Malabar Estates & Indus. Ltd,COCHMAL
508664,Best Eastern Hotels Limited,BESTEAST
508670,Neelamalai Agro Industries Ltd.,NEAGI
508807,IST Limited,ISTLTD
508814,Cosmo First Limited,COSMOFIRST
508869,Apollo Hospitals Enterprises Ltd.,APOLLOHOSP
508875,Nitin Castings Limited,NITINCAST
508905,SMIFS Capital Markets Ltd.,SMIFS
508906,Everest Industries Ltd.,EVERESTIND
508918,IRONWOOD EDUCATION LIMITED,IRONWOOD
508922,MSR India Limited,MSRINDIA
508933,AYM Syntex Limited,AYMSYNTEX
508941,Panasonic Carbon India Co.Ltd,PANCARBON
508954,Finkurve Financial Services Limited,FINKURVE
508956,HB Leasing & Finance Co. Ltd.,HBLEAS
508961,Shricon Industries Ltd.,SHRICON
508963,Sterling Guarantee & Fin. Ltd,STRLGUA
508969,Sulabh Engineers & Services Limited,SULABEN
508980,Frontier Capital Limited,FRONTCAP
508989,Navneet Education Limited,NAVNETEDUL
508993,Kedia Construction Co. Ltd.,KEDIACN
509003,Transoceanic Properties Ltd.,TRANOCE
509009,AuSom Enterprise Limited,AUSOMENT
509015,Thakral Services (India) Limited,THAKRAL
509020,Ruchi Infrastructure Ltd,RUCHINFRA
509026,VJTF Eduservices Limited,VJTFEDU
509038,Voltaire Leasing & Finance Ltd.,VOLLF
509040,Netlink Solutions (India) Ltd.,NETLINK
509046,TRILIANCE POLYMERS LIMITED,TRILIANCE
509048,Lancor Holdings Ltd.,LANCORHOL
509051,Indian Infotech And Software Ltd.,INDINFO
509053,Banas Finance Limited,BANASFN
509055,Visaka Industries Ltd.,VISAKAIND
509073,Hathway Bhawani Cabletel & Datacom,HATHWAYB
509079,Gufic BioSciences Ltd.,GUFICBIO
509084,Photon Capital Advisors Ltd,PHOTON
509152,GRP Limited,GRPLTD
509162,Indag Rubber Ltd.,INDAG
509196,M.M. Rubber Company Ltd.,MMRUBBR-B
509220,PTL Enterprises Ltd,PTL
509243,TVS Srichakra Ltd.,TVSSRICHAK
509423,Sanathnagar Enterprises Limited,SEL
509438,Benares Hotels Ltd,BENARAS
509449,Bhagwati Oxygen Ltd.,BHAGWOX
509470,BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1
509472,Cravatex Ltd.,CRAVATEX
509480,Berger Paints India Ltd,BERGEPAINT
509486,Caprihans India Ltd.,CAPRIHANS
509488,Graphite India Ltd.,GRAPHITE
509496,ITD Cementation India Ltd,ITDCEM
509525,Empire Industries Ltd.,EMPIND
509546,Graviss Hospitality Ltd,GRAVISSHO
509557,GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES
509563,Garware Marine Industries Ltd.,GARWAMAR
509567,Goa Carbon Ltd.,GOACARBON
509597,Hardcastle & Waud Mfg. Co. Ltd.,HARDCAS
509631,HEG Ltd.,HEG
509635,Hindustan Composites Ltd,HINDCOMPOS
509650,Hindustan Housing Co. Ltd.,ZHINDHSG
509675,HIL Limited,HIL
509692,Indian Card Clothing Ltd,INDIANCARD
509709,International Conveyors Ltd.,INTLCONV
509715,Jay Shree Tea & Industries Ltd.,JAYSREETEA
509732,Kothari Industrial Corpn. Ltd.,KOTIC
509760,Modern Shares and Stockbrokers Ltd.,MODRNSH
509782,Oseaspre Consultants Ltd.,OSEASPR
509820,HUHTAMAKI INDIA LIMITED,HUHTAMAKI
509835,Premier Synthetics Ltd.,PREMSYN
509845,R.J. Shah & Co. Ltd.,RJSHAH
509870,Shah Construction Co. Ltd.,SHAHCON
509874,Shalimar Paints Ltd.,SHALPAINTS
509887,Sinnar Bidi Udyog Ltd.,SINNAR
509895,Hindoostan Mills Ltd.,HINDMILL
509910,Southern Gas Ltd.,ZSOUTGAS
509917,Technojet Consultants Ltd.,TECHCON
509930,Supreme Industries Ltd.,SUPREMEIND
509945,Thacker & Co. Ltd.,THACKER
509960,U.P. Hotels Ltd.,UPHOT
509966,VST Industries Ltd.,VSTIND
510245,Swasti Vinayaka Synthetics Ltd.,SWASTIVI
511000,Madhusudan Securities Ltd,MADHUSE
511012,Yamini Investments Company Limited,YAMNINV
511016,Premier Capital Services Ltd.,PREMCAP
511018,MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN
511034,Jindal Drilling & Industries Ltd.,JINDRILL
511048,Kusam Electrical Industies Ltd.,KUSUMEL
511060,Jumbo Finance Ltd.,JUMBFNL
511066,Sakthi Finance Ltd.,SAKTHIFIN
511074,EASY FINCORP LIMITED,EASYFIN
511076,Sat Industries Ltd,SATINDLTD
511092,JMD Ventures Limited,JMDVL
511096,Tivoli Construction Ltd.,TVOLCON
511108,Shiva Texyarn Ltd.,SHIVATEX
511110,V.B.Desai Financial Services Ltd,VBDESAI
511116,Quadrant Televentures Limited,QUADRANT
511122,First Custodian Fund (India) Ltd.,1STCUS
511131,Kamanwala Housing Construction Ltd,KAMANWALA
511147,WSFX Global Pay Limited,WSFX
511153,Anjani Foods Limited,ANJANIFOODS
511176,Parshwanath Corporation Limited,PARSHWANA
511185,RAJVI LOGITRADE LIMITED,RAJVI
511187,Millennium Online Solutions (India) Ltd,MILLENNIUM
511194,ICDS Ltd.,ICDSLTD
511196,Can Fin Homes Ltd.,CANFINHOME
511200,Munoth Capital Market Ltd,MUNCAPM
511208,IL & FS Investment Managers Ltd.,IVC
511218,Shriram Finance Limited,SHRIRAMFIN
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN
511246,BOMBAY TALKIES LIMITED,BOMTALKIES
511254,Sagar Systech Ltd.,SAGARSYST
511260,ID INFO BUSINESS SERVICES LTD.,IDINFO
511333,VLS Finance Limited,VLSFINANCE
511355,India Cements Capital Limited,INDCEMCAP
511359,AD-Manum Finance Ltd,ADMANUM
511377,Mehta Integrated Finance Ltd.,MEHIF
511391,Inter Globe Finance Ltd.,INTRGLB
511401,MUNOTH COMMUNICATION LIMITED,MCLTD
511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI
511413,CREST VENTURES LIMITED,CREST
511431,Vakrangee Limited,VAKRANGEE
511441,Gujarat Credit Corporation Ltd.,GUJCRED
511447,Sylph Technologies Ltd,SYLPH
511451,Dharani Finance Ltd.,DHARFIN
511463,Alexander Stamps And Coin Limited,ALEXANDER
511473,Indbank Merchant Banking Services L,INDBANK
511493,SHRYDUS INDUSTRIES LIMITED,SHRYDUS
511501,Bharat Bhushan Share & Commodity Brokers Ltd.,BHARAT
511505,Capital Trust Ltd.,CAPTRUST
511507,Ushakiran Finance Ltd.,USHAKIRA
511509,Vivo Bio tech Ltd.,VIVOBIOT
511523,Veerhealth Care Limited,VEERHEALTH
511525,Pan India Corporation Ltd,PANINDIAC
511533,Sahara HousingFina Corporation Ltd.,SAHARAHOUS
511535,NDA Securities ltd.,NDASEC
511543,GSB Finance Ltd.,GSBFIN
511549,Morarka Finance Ltd.,MORARKFI
511551,Monarch Networth Capital Limited,MONARCH
511557,Pro Fin Capital Services Ltd,PROFINC
511559,Times Guaranty Ltd.,TIMESGTY
511563,Sanchay Finvest Ltd,SANCF
511571,Som Datt Finance Corporation Ltd.,SODFC
511585,Regency Trust Ltd.,REGTRUS
511589,Avonmore Capital & Management Services Limited,AVONMORE
511593,Libord Finance Limited,LIBORDFIN
511601,Yash Management & Satellite Ltd.,YASHMGM
511605,Arihant Capital Markets Ltd.,ARIHANTCAP
511609,ISL Consulting Ltd,ISLCONSUL
511611,DCM Financial Services Ltd.,DCMFINSERV
511626,R.R.Financial Consultants Ltd.,RRFIN
511628,IM+ Capitals Limited,IMCAP
511630,Sambhaav Media Ltd.,SAMBHAAV
511634,Dugar Housing Developments Limited,DUGARHOU
511654,Sugal & Damani Share Brokers Ltd.,SUGALDAM
511658,Nettlinx Ltd.,NETTLINX
511664,BGIL Films & Technologies Ltd,BGIL
511672,Scan Steels Limited,SCANSTL
511676,GIC Housing Finance Ltd.,GICHSGFIN
511688,Mathew Easow Research Securities Lt,MATHEWE
511692,Ajcon Global Services Ltd.,AJCON
511696,Chartered Capital & Investment Ltd.,CHRTEDCA
511700,Standard Capital Markets Ltd.,STANCAP
511702,YOGI LIMITED,YOGI
511710,Cubical Financial Services Ltd.,CUBIFIN
511712,Relic Technologies Ltd.,RELICTEC
511714,Nimbus Projects Limited,NIMBSPROJ
511716,Invigorated Business Consulting Limited,INVIGO
511724,BAID FINSERV LIMITED,BAIDFIN
511726,Vipul Limited,VIPULLTD
511728,K.Z.Leasing & Finance Ltd.,KZLFIN
511734,Pasupati Fincap Ltd.,PASUFIN
511738,Mehta Securities Ltd.,MEHSECU
511740,Mehta Housing Finance Ltd.,MEHTAHG
511742,UGRO CAPITAL LIMITED,UGROCAP
511754,Shalibhadra Finance Ltd.,SAHLIBHFI
511756,Abirami Financial Services (India),ABIRAFN
511758,Mansi Finance (Chennai) Ltd,MANSIFIN
511760,Seven Hill Industries Limited,SEVENHILL
511764,Aastamangalam Finance Limited,AASTAFIN
511766,Muthoot Capital Services Ltd.,MUTHOOTCAP
511768,Master Trust Ltd.,MASTERTR
512004,Nilkanth Engineering Ltd.,ZNILKENG
512008,EFC (I) LIMITED,EFCIL
512014,Sobhagya Merchantile Ltd.,SOBME
512018,CNI Research Ltd,CNIRESLTD
512020,Saraswati Commercial (India) Ltd.,ZSARACOM
512022,Winro Commercial (India) Ltd.,WINROC
512025,Inertia Steel Limited,INERTIAST
512026,PH Trading Ltd.,PHTRADING
512036,Kapil Cotex  Ltd.,KAPILCO
512038,TCC CONCEPT LIMITED,TCC
512047,Royal India Corporation Limited,ROYALIND
512048,Luharuka Media & Infra Limited,LUHARUKA
512060,Ventura Guaranty Ltd.,SHYAM
512062,Sanmitra Commercial Ltd.,ZSANMCOM
512063,WARDWIZARD HEALTHCARE LIMITED,WARDHEALTH
512064,VISHVPRABHA VENTURES LIMITED,VISVEN
512065,Mrugesh Trading Ltd.,MRUTR
512068,Deccan Gold Mines Ltd.,DECNGOLD
512070,UPL Limited,UPL
512091,Nibe Ordnance and Maritime Limited,NIBEORD
512093,Cranes Software International Ltd.,CRANESSOFT
512097,Saianand Commercial Limited,SAICOM
512099,EYANTRA VENTURES LIMITED,EY
512101,Triochem Products Ltd.,TRIPR
512103,Nidhi Granites Limited,NIDHGRN
512115,Rose Merc.Limited,ROSEMER
512117,Twin Roses Trades & Agencies Ltd.,TWIROST
512131,Signet Industries Limited,SIGIND
512147,Kajal Synthetics and Silk Mills Ltd,KAJALSY
512149,Avance Technologies Ltd.,AVANCE
512153,M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD
512157,Terraform Realstate Limited,TERRAREAL
512161,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD
512165,ABans Enterprises Limited,ABANSENT
512169,Capricorn Systems Global Solutions Ltd.,CAPRICORN
512175,Vama Industries Limited,VAMA
512179,Sunteck Realty Ltd,SUNTECK
512195,Bentley Commercial Enterprises Ltd.,BENTCOM
512213,Classic Electricals Ltd.,CLASELE
512217,Prism Medico and Pharmacy Ltd.,PRISMMEDI
512221,SPV GLOBAL TRADING LIMITED,SPVGLOBAL
512229,Veritas (India) Limited,VERITAS
512237,Jai Corp Limited,JAICORPLTD
512245,Nivi Trading Ltd.,ZNIVITRD
512247,Ashirwad Capital Ltd.,ASHCAP
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP
512261,Bajaj Global Ltd,BAJGLOB
512267,Media Matrix Worldwide Ltd.,MMWL
512271,Tashi India Ltd.,TASHIND
512277,Autoriders International Ltd,AUTOINT
512291,Speedage Commercials Ltd.,ZSPEEDCO
512296,Bhagyanagar India Limited,BHAGYANGR
512297,Shantai Industries Limited,SHANTAI
512301,Chambal Breweries & Distilleries Li,CHMBBRW
512303,Mansoon Trading Co. Ltd.,ZMANSOON
512329,SG MART LIMITED,SGMART
512341,CES Limited,CESL
512344,Aravali Securities & Finance Ltd.,ARAVALIS
512345,Yash Trading & Finance Ltd.,YASTF
512367,Sheraton Properties & Finance Ltd.,ZSHERAPR
512377,Magnanimous Trade & Finance Ltd.,MAGANTR
512379,Cressanda Solutions Ltd.,CRESSAN
512381,STARTECK FINANCE LIMITED,STARTECK
512393,Shardul Securities Ltd.,SHARDUL
512399,SERA INVESTMENTS & FINANCE INDIA LIMITED,SERA
512404,Bengal Steel Industries Ltd.,BENGALS
512408,Uniworth Securities Limited,UNIWSEC
512415,Mercury Trade Links Ltd.,MERCTRD
512425,Nirav Commercials Ltd.,NIRAVCOM
512431,White Hall Commercial Co.Ltd.,WHITHAL
512433,Asutosh Enterprise Ltd.,ASUTENT
512437,Apollo Finvest (India) Ltd.,APOLLOFI
512441,Enbee Trade & Finance Ltd.,ENBETRD
512443,Ganon Products Limited,GANONPRO
512445,Devinsu Trading Ltd.,DEVITRD
512453,Shri Jagdamba Polymers Ltd,SHRJAGP
512455,Lloyds Metals and Energy Limited,LLOYDSME
512461,Punctual Trading Ltd.,PUNCTRD
512463,LLOYDS ENTERPRISES LIMITED,LLOYDSENT
512477,Betex India Ltd.,BETXIND
512479,VIRYA RESOURCES LIMITED,VIRYA
512485,Dhanlaxmi Cotex Ltd.,DHANCOT
512489,Oasis Securities Limited,OASISEC
512493,Garnet International Limited,GARNETINT
512499,Shalimar Productions Ltd.,SHALPRO
512505,Meenakshi Steel Industries Ltd.,MEENST
512511,Varun Mercantile Ltd.,VARUNME
512517,Vinayak Vanijya Ltd.,VINVANI
512519,Donear Industries Ltd,DONEAR
512527,Super Sales India Ltd.,SUPER
512529,Sequent Scientific Limited,SEQUENT
512531,State Trading Corporation of India,STCINDIA
512553,Zenith Exports Ltd.,ZENITHEXPO
512559,Kohinoor Foods Ltd,KOHINOOR
512565,NEELKANTH LIMITED,NEELKANTH
512573,Avanti Feeds ltd.,AVANTIFEED
512587,Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ
512589,Sita Enterprises LTD.,SITAENT
512591,Pulsar International Limited,PULSRIN
512595,Manbro Industries Limited,MANBRO
512597,KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV
512599,Adani Enterprises Ltd.,ADANIENT
512600,ASTAL LABORATORIES LIMITED,ASTALLTD
512604,Haria Exports Ltd.,HARIAEXPO
512608,Bhandari Hosiery Exports Ltd.,BHANDARI
512618,RLF Ltd.,RLF
512624,Regent Enterprises Limited,REGENTRP
512626,Orbit Exports Ltd.,ORBTEXP
512634,Savera Industries Ltd.,SAVERA
513005,Chrome Silicon Limited,CHROME
513012,Jeet Machine Tools Ltd.,ZJEETMAC
513023,NAVA LIMITED,NAVA
513039,Hindusthan Udyog Ltd,ZHINUDYP
513043,Remi Edelstahl Tubulars Limited,REMIEDEL
513059,G.S. Auto International Ltd.,GSAUTO
513063,Trans-Freight Containers Ltd.,TRANSFRE
513097,Shivalik Bimetal Controls Ltd.,SBCL
513108,Gandhi Special Tubes Ltd.,GANDHITUBE
513117,Amforge Industries Ltd.,AMFORG
513121,Oricon Enterprises Ltd.,ORICONENT
513149,Acrow (India) Ltd.,ACROW
513173,Steel Strips Infrastructures Limited,STLSTRINF
513228,Pennar Industries Ltd.,PENIND
513250,Jyoti Structures Ltd.,JYOTISTRUC
513252,Jay Ushin Ltd.,JAYUSH
513262,Steel Strips & Wheels Ltd,SSWL
513269,Man Industries (India) Ltd,MANINDS
513303,Modern Steels Limited,MDRNSTL
513307,Synthiko Foils Ltd.,SYNTHFO
513309,Golkonda Aluminium Extrusions Ltd,GOLKONDA
513337,Gujarat Toolroom Ltd.,GUJTLRM
513349,Ajmera Realty & Infra India Limited,AJMERA
513353,Cochin Minerals & Rutile Ltd.,COCHINM
513361,India Steel Works Ltd,ISWL
513369,KRISHANVEER FORGE LIMITED,KVFORGE
513375,Carborundum Universal Ltd.,CARBORUNIV
513377,MMTC Ltd.,MMTC
513397,Vallabh Steels ltd,VALLABHSQ
513401,Ashiana Ispat Limited,ASHIS
513403,P.M. Telelinnks Limited,PMTELELIN
513418,Smiths & Founders (India) Limited,SMFIL
513422,Bloom Industries Ltd,BLOIN
513430,Maitri Enterprises Limited,MAITRI
513436,Shah Alloys Limited,SHAHALLOYS
513452,Elango Industries Ltd,ELANGO
513456,Kanishk Steel Industries Ltd,KANSHST
513460,Mahalaxmi Seamless Ltd.,MAHALXSE
513472,Simplex Castings Ltd.,SIMPLEXCAS
513488,Shree Steel Wire Ropes Ltd.,SSWRL
513496,SIZEMASTERS TECHNOLOGY LIMITED,SIZEMASTER
513498,Southern Magnesium And Chemicals Lt,SOUTHMG
513502,Baroda Extrusion Ltd.,BAROEXT
513507,Gujarat Containers Ltd.,GUJCONT
513509,Kalyani Forge Ltd.,KALYANIFRG
513511,Panchmahal Steel Ltd.,PANCHMAHQ
513513,Aditya Ispat Ltd.,ADITYA
513515,S.R.Industries Ltd.,SRIND
513517,Steelcast Ltd.,STEELCAS
513519,PITTI ENGINEERING LIMITED,PITTIENG
513528,Glittek Granites Ltd.,GLITTEKG
513532,Pradeep Metals Ltd.,PRADPME
513536,Gujarat Natural Resources Limited,GNRL
513540,Tamilnadu Steel Tubes Ltd.,TNSTLTU
513548,Sharda Ispat Ltd.,SHRDAIS
513554,Mahamaya Steel Industries Limited,MAHASTEEL
513566,Nova Iron & Steel Ltd.,NOVIS
513575,Sterling Powergensys Limited,STERPOW
513579,Foundry Fuel Products Ltd.,FFPL
513599,Hindustan Copper Ltd.,HINDCOPPER
513629,Tulsyan NEC Ltd,TULSYAN
513642,Axel Polymers Ltd.,AXELPOLY
513683,NLC India Limited,NLCINDIA
513687,Spectra Industries Ltd.,SPECTRA
513693,KIC Metaliks Ltd.,KAJARIR
513699,Solid Stone Company Ltd.,SOLIDSTON
513709,Shilp Gravures Ltd.,SHILGRAVQ
513713,White Organic Agro Limited,WHITEORG
513721,MFS Intercorp Limited,MFSINTRCRP
513729,Aro Granite Industries Ltd.,AROGRANITE
514010,RUDRA ECOVATION LIMITED,RUDRAECO
514028,Rajkamal Synthetics Ltd.,RAJKSYN
514030,Deepak Spinners Ltd.,DEEPAKSP
514036,Loyal Textiles Mills Ltd,LOYALTEX
514043,Himatsingka Seide Ltd.,HIMATSEIDE
514045,BSL Ltd.,BSL
514060,MARKOBENZ VENTURES LIMITED,MARKOBENZ
514087,P.B.M. Polytex Ltd.,PBMPOLY
514113,Adinath Textiles Ltd.,ADINATH
514128,Konark Synthetics  Ltd,KONARKSY
514138,Suryalata Spinning Mills Ltd.,SURYALA
514140,Suryavanshi Spinning Mills Ltd.,SURYVANSP
514142,T T Ltd,TTL
514162,WELSPUN LIVING LIMITED,WELSPUNLIV
514165,Indian Acrylics Ltd,INDIANACRY
514167,Ganesha Ecosphere Limited,GANECOS
514171,Ceeta Industries Ltd.,CEETAIN
514175,Vardhman Polytex Ltd.,VARDMNPOLY
514183,Black Rose Industries Ltd,BLACKROSE
514197,S & T Corporation Limited,STCORP
514223,Ramgopal Polytex Ltd,RAMGOPOLY
514234,Sangam (India) Ltd,SANGAMIND
514236,TTL ENTERPRISES LIMITED,TTLEL
514238,MKVENTURES CAPITAL LIMITED,MKVENTURES
514240,Kush Industries Limited,KUSHIND
514248,Sree chem Resins Ltd,SRECR
514260,Surbhi Industries Limited,SURBHIN
514264,Seasons Textiles Ltd,SEASONST
514266,Zenith Fibres Limited,ZENIFIB
514272,Bhilwara Spinners Ltd,BHILSPIN
514274,Aarvee Denims & Exports Ltd.,AARVEEDEN
514280,Sanrhea Technical Textiles Ltd.,SANTETX
514286,Ashima Ltd,ASHIMASYN
514300,Pioneer Embroideries Ltd.,PIONEEREMB
514302,Vippy Spinpro Ltd.,VIPPYSP
514312,Jaihind Synthetics Ltd.,JAIHINDS
514316,Raghuvir Synthetics Ltd.,RAGHUSYN
514318,Jattashankar Industries Limited,JATTAINDUS
514322,Kamadgiri Fashion Limited,KAMADGIRI
514324,Omnitex Industries (India) Ltd.,OMNITEX
514326,Patspin India Ltd.,PATSPINLTD
514330,ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL
514332,Neo Infracon Ltd.,NEOINFRA
514348,Winsome Yarns Ltd.,WINSOME
514354,Premier Polyfilm Ltd.,PREMIERPOL
514358,EVERLON FINANCIALS LIMITED,EVERFIN
514360,K&R RAIL ENGINEERING LIMITED,KRRAIL
514378,Yarn Syndicate Ltd.,YARNSYN
514386,Gujarat Cotex Ltd,GUJCOTEX
514400,Garware Synthetics Ltd.,GARWSYN
514402,ECO HOTELS AND RESORTS LIMITED,ECOHOTELS
514412,SARUP INDUSTRIES LIMITED,SARUPINDUS
514418,Mangalam Organics Limited,MANORG
514428,Hindustan Adhesives Ltd.,HINDADH
514442,Sri KPR Industries Ltd,SRIKPRIND
514448,Jyoti Resins & Adhesives Ltd,JYOTIRES
514450,Mahalaxmi Rubtech Ltd.,MHLXMIRU
514454,Southern Latex Ltd.,SOUTLAT
514460,Oswal Yarns Ltd.,OSWAYRN
514470,Winsome Textile Industries Ltd,WINSOMTX
515008,Modern Insulators Ltd.,MODINSU
515018,Regency Ceramics Ltd,REGENCERAM
515030,Asahi India Glass Ltd.,ASAHIINDIA
515037,Murudeshwar Ceramics Ltd.,MURUDCERA
515043,Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN
515055,Anant Raj Limited,ANANTRAJ
515059,Madhusudan Industries Ltd.,MADHUDIN
515085,Restile Ceramics Ltd.,RESTILE
515093,Madhav Marbles & Granites Ltd.,MADHAV
515127,Ramasigns Industries Limited,RAMASIGNS
515147,Haldyn Glass Limited,HALDYNGL
516003,DUROPLY INDUSTRIES LIMITED,DUROPLY
516016,Shreyans Industries Limited.,SHREYANIND
516020,Agio Paper & Industries Limited,AGIOPAPER
516022,Star Paper Mills Ltd.,STARPAPER
516030,PAKKA LIMITED,PAKKA
516032,TAHMAR ENTERPRISES LIMITED,TAHMARENT
516038,Soma Papers & Industries Ltd.,SOMAPPR
516062,National Plywood Industries Ltd.,NATPLY
516064,Arrow Greentech Limited,ARROWGREEN
516072,Vishnu Chemicals Limited,VISHNU
516078,Jumbo Bag ltd.,JUMBO
516082,N.R.Agarwal Industries Ltd.,NRAIL
516092,3P LAND HOLDINGS LTD.,3PLAND
516096,Sangal Papers Ltd.,SANPA
516098,Ventura Textiles Ltd.,VENTURA
516106,Shree Karthik Papers Ltd.,SHKARTP
516108,South India Paper Mills Ltd.,STHINPA
516110,FAMILY CARE HOSPITALS LIMITED,FAMILYCARE
517015,Vindhya Telelinks Ltd.,VINDHYATEL
517035,RIR POWER ELECTRONICS LIMITED,RIR
517041,Ador Welding Ltd.,ADORWELD
517044,International Data Managements Ltd.,IDM
517059,Salzer Electronics Ltd.,SALZERELEC
517063,Jetking Infotrain Ltd.,JETKINGQ
517096,Aplab Ltd.,APLAB
517119,PCS Technology Ltd.,PCS
517146,Usha Martin Ltd.,USHAMART
517166,SPEL Semiconductor Ltd.,SPELS
517168,Subros Ltd.,SUBROS
517170,Edvenswa Enterprises Limited,EDVENSWA
517172,Pervasive Commodities Limited,PERVASIVE
517174,Honeywell Automation India Ltd.,HONAUT
517201,Switching Technologies Gunther Ltd.,SWITCHTE
517206,Lumax Industries Ltd.,LUMAXIND
517214,DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE
517236,Calcom Vision Ltd.,CALCOM
517238,Dynavision Limited,DYNAVSN
517246,BCC Fuba India Ltd.,BCCFUBA
517258,Precision Electronics Ltd.,PRECISIO
517264,Fine-line Circuits Ltd.,FINELINE
517271,HBL Power Systems Ltd.,HBLPOWER
517273,S & S Power Switchgears Ltd.,S&SPOWER
517288,Gujarat Poly Electronics Limited,GUJARATPOLY
517300,Gujarat Industries Power Co. Ltd,GIPCL
517334,Samvardhana Motherson International Limited,MOTHERSON
517344,Mindteck (India) Ltd,MINDTECK
517354,Havells India Limited,HAVELLS
517356,ACI Infocom Ltd.,ACIIN
517360,SBEC Systems (Ind) Ltd.,SBECSYS
517370,Incap Ltd,INCAP
517372,Gujarat Intrux Limited,GUJINTRX
517380,Igarashi Motors India Ltd.,IGARASHI
517385,Symphony Limited,SYMPHONY
517393,Vintron Informatics Ltd.,VINTRON
517397,Pan Electronics India Ltd.,PANELEC
517399,VXL Instruments Ltd.,VXLINSTR
517411,Shyam Telecom Ltd.,SHYAMTEL
